,State_Name,Year,Poll,District,LB_Type,LB_Code,LB_Name,Ward_Name,Ward_No,Ward_Reservation,OSN,Candidate_Name,Party,Votes,Position,Status,N_Cand,Valid_Votes,Rejected_Votes,Total_Votes,Total_Electors
1866,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),7.0,GOUDE SOUJANYA,IND,237.0,5,,15,3383.0,55,3438.0,5710
1867,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),8.0,PASULA SUPRIYA,IND,669.0,2,,15,3383.0,55,3438.0,5710
1868,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),9.0,PISKA HIMABINDU,IND,63.0,7,,15,3383.0,55,3438.0,5710
1869,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),10.0,FAUZIA BEGUM,IND,19.0,11,,15,3383.0,55,3438.0,5710
1870,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),11.0,BOMMARI JYOTHI,IND,9.0,13,,15,3383.0,55,3438.0,5710
1871,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),12.0,MOSRA SANJEEVA GEETHA,IND,52.0,8,,15,3383.0,55,3438.0,5710
1872,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),13.0,YEMKOLLA NAVANEETHA,IND,1.0,15,,15,3383.0,55,3438.0,5710
1873,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),14.0,REDDAM KALAVATHI,IND,17.0,12,,15,3383.0,55,3438.0,5710
1874,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),15.0,SULTANA BEGUM,IND,40.0,9,,15,3383.0,55,3438.0,5710
16227,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 28,UR(W),,NOTA,,9.0,16,,15,3383.0,55,3438.0,5710
1875,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),1.0,MOHAMMED AFZAL,TRS,1131.0,2,,7,3613.0,62,3675.0,5820
1876,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),2.0,MOHAMMED MAZHAR,TDP,32.0,6,,7,3613.0,62,3675.0,5820
1877,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),3.0,SHAIK SHABBIR AHMED,INC,722.0,3,,7,3613.0,62,3675.0,5820
1878,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),4.0,SAJIDA BEGUM,AIMIM,1264.0,1,Elected,7,3613.0,62,3675.0,5820
1879,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),5.0,MOHAMMED ARSHAD,IND,57.0,5,,7,3613.0,62,3675.0,5820
1880,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),6.0,Mohd Asif Ahmed,IND,395.0,4,,7,3613.0,62,3675.0,5820
1881,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),7.0,Mohd Imran,IND,8.0,7,,7,3613.0,62,3675.0,5820
16228,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 29,BC(G),,NOTA,,4.0,8,,7,3613.0,62,3675.0,5820
1692,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),1.0,Chitikela Srinivas Reddy,TRS,1649.0,1,Elected,6,3048.0,31,3079.0,4231
1693,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),2.0,CHINTHA SRINIVAS,BJP,1267.0,2,,6,3048.0,31,3079.0,4231
1694,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),3.0,D LINGANNA,INC,25.0,4,,6,3048.0,31,3079.0,4231
1695,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),4.0,KATIPALLY SURENDHAR REDDY,IND,24.0,5,,6,3048.0,31,3079.0,4231
1696,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),5.0,CHANDRASHEKAR BANDLA,IND,70.0,3,,6,3048.0,31,3079.0,4231
1697,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),6.0,RAJENDER SURESH,IND,6.0,6,,6,3048.0,31,3079.0,4231
16202,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 3,UR(G),,NOTA,,7.0,7,,6,3048.0,31,3079.0,4231
1882,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 30,BC(W),1.0,ASEEYA PARVEEN,TRS,688.0,2,,5,3331.0,63,3394.0,5265
1883,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 30,BC(W),2.0,MEHRAJ FATIMA,AIMIM,2357.0,1,Elected,5,3331.0,63,3394.0,5265
1884,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 30,BC(W),3.0,SAMEENA TABASSUM,INC,205.0,3,,5,3331.0,63,3394.0,5265
1885,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 30,BC(W),4.0,DURDANA BEGUM,TJSP,59.0,4,,5,3331.0,63,3394.0,5265
1886,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 30,BC(W),5.0,ZAREENA BEGUM,IND,19.0,5,,5,3331.0,63,3394.0,5265
16229,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 30,BC(W),,NOTA,,3.0,6,,5,3331.0,63,3394.0,5265
1887,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),1.0,MOHAMMED ABED,TDP,6.0,6,,7,3042.0,59,3101.0,4965
1888,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),2.0,MOHAMMED SHAFIUDDIN,INC,120.0,3,,7,3042.0,59,3101.0,4965
1889,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),3.0,MOHAMMED SAMI UDDIN,TRS,537.0,2,,7,3042.0,59,3101.0,4965
1890,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),4.0,RAZIA SULTANA,AIMIM,2296.0,1,Elected,7,3042.0,59,3101.0,4965
1891,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),5.0,FAZAL KAREEM,IND,0.0,7,,7,3042.0,59,3101.0,4965
1892,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),6.0,SHAIK SALEEM MALIK,IND,73.0,4,,7,3042.0,59,3101.0,4965
1893,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),7.0,HABEEB ABDUL QADER,IND,7.0,5,,7,3042.0,59,3101.0,4965
16230,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 31,BC(G),,NOTA,,3.0,8,,7,3042.0,59,3101.0,4965
1894,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),1.0,FARHEEN SULTANA,TDP,3.0,6,,7,3346.0,56,3402.0,5870
1895,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),2.0,MUJEEB UNNISA BEGUM MOHAMMED,INC,443.0,3,,7,3346.0,56,3402.0,5870
1896,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),3.0,LUBNA FATEMA,TRS,889.0,2,,7,3346.0,56,3402.0,5870
1897,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),4.0,SARA AMENA,AIMIM,1976.0,1,Elected,7,3346.0,56,3402.0,5870
1898,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),5.0,ASMA BEGUM,IND,14.0,5,,7,3346.0,56,3402.0,5870
1899,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),6.0,RIZWANA BEGUM,IND,1.0,7,,7,3346.0,56,3402.0,5870
1900,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),7.0,SARA HUMERA,IND,18.0,4,,7,3346.0,56,3402.0,5870
16231,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 32,BC(W),,NOTA,,2.0,8,,7,3346.0,56,3402.0,5870
1901,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),1.0,Nazneen Sulthana,AIMIM,965.0,1,Elected,7,2514.0,64,2578.0,4462
1902,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),2.0,SHABANA SIDDIQUE,TRS,687.0,2,,7,2514.0,64,2578.0,4462
1903,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),3.0,SABERA BEGUM,INC,540.0,3,,7,2514.0,64,2578.0,4462
1904,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),4.0,ATHER SULTANA,IND,12.0,5,,7,2514.0,64,2578.0,4462
1905,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),5.0,AHEMDI BEGUM SHAIK,IND,2.0,6,,7,2514.0,64,2578.0,4462
1906,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),6.0,ASIA BEGUM,IND,0.0,7,,7,2514.0,64,2578.0,4462
1907,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),7.0,NUSRATH SULTANA,IND,296.0,4,,7,2514.0,64,2578.0,4462
16232,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 33,BC(W),,NOTA,,12.0,8,,7,2514.0,64,2578.0,4462
1908,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),1.0,Abeda Begum,AIMIM,468.0,4,,9,3348.0,47,3395.0,5662
1909,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),2.0,Burugupally Kalpana,TRS,1196.0,1,Elected,9,3348.0,47,3395.0,5662
1910,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),3.0,Bohra Sarla,BJP,643.0,2,,9,3348.0,47,3395.0,5662
1911,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),4.0,Lalitha Mundada,INC,331.0,5,,9,3348.0,47,3395.0,5662
1912,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),5.0,Parsa Mani,IND,6.0,9,,9,3348.0,47,3395.0,5662
1913,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),6.0,Bantu Preethi,IND,604.0,3,,9,3348.0,47,3395.0,5662
1914,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),7.0,Marreddy Vanitha,IND,24.0,7,,9,3348.0,47,3395.0,5662
1915,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),8.0,Vannela Swarupa,IND,48.0,6,,9,3348.0,47,3395.0,5662
1916,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),9.0,SHAMA KOUSER,IND,12.0,8,,9,3348.0,47,3395.0,5662
16233,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 34,UR(W),,NOTA,,16.0,10,,9,3348.0,47,3395.0,5662
1917,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),1.0,AMANDU VENU GOPAL,INC,81.0,3,,9,3436.0,40,3476.0,5216
1918,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),2.0,Datrika Ravi Kumar,TDP,21.0,7,,9,3436.0,40,3476.0,5216
1919,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),3.0,Bobbili Madhuri,TRS,1130.0,2,,9,3436.0,40,3476.0,5216
1920,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),4.0,A. SUDHEER KUMAR,BJP,1981.0,1,Elected,9,3436.0,40,3476.0,5216
1921,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),5.0,Nerumati Raju,TJSP,19.0,8,,9,3436.0,40,3476.0,5216
1922,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),6.0,Kothapally Laxmi,IND,37.0,6,,9,3436.0,40,3476.0,5216
1923,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),7.0,Thatikonda Naresh,IND,70.0,4,,9,3436.0,40,3476.0,5216
1924,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),8.0,Daathrika Tharun Kumar,IND,56.0,5,,9,3436.0,40,3476.0,5216
1925,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),9.0,Patewar Venkatesh,IND,19.0,9,,9,3436.0,40,3476.0,5216
16234,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 35,BC(G),,NOTA,,22.0,10,,9,3436.0,40,3476.0,5216
1926,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),1.0,Jakkula Vignesh Yadav,INC,891.0,3,,7,3346.0,63,3409.0,4893
1927,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),2.0,Dathrika Parameshwar,TRS,905.0,2,,7,3346.0,63,3409.0,4893
1928,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),3.0,Navathe Prathap,AIFB,5.0,6,,7,3346.0,63,3409.0,4893
1929,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),4.0,Shankar Master,BJP,1410.0,1,Elected,7,3346.0,63,3409.0,4893
1930,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),5.0,DUVVA VENKATESHAM,TJSP,77.0,4,,7,3346.0,63,3409.0,4893
1931,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),6.0,Galive Aravind Kumar,IND,2.0,7,,7,3346.0,63,3409.0,4893
1932,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),7.0,Raju Karipe,IND,43.0,5,,7,3346.0,63,3409.0,4893
16235,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 36,BC(G),,NOTA,,13.0,8,,7,3346.0,63,3409.0,4893
1933,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),1.0,USHA BAI SON KAMBLE,INC,456.0,3,,6,3584.0,49,3633.0,5512
1934,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),2.0,KAMPALLI UMA RANI,BJP,1347.0,1,Elected,6,3584.0,49,3633.0,5512
1935,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),3.0,PYATA MAMATHA,TRS,1271.0,2,,6,3584.0,49,3633.0,5512
1936,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),4.0,GODUGU PALLY MANISHA,IND,48.0,5,,6,3584.0,49,3633.0,5512
1937,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),5.0,DAMPELLY JYOTHI,IND,390.0,4,,6,3584.0,49,3633.0,5512
1938,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),6.0,BEJJI SHOBHA,IND,44.0,6,,6,3584.0,49,3633.0,5512
16236,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 37,SC(W),,NOTA,,28.0,7,,6,3584.0,49,3633.0,5512
1939,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 38,SC(G),1.0,GADDAM SHANKAR,BJP,932.0,2,,3,3014.0,66,3080.0,4752
1940,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 38,SC(G),2.0,GADUGU ROHITH KUMAR,INC,1366.0,1,Elected,3,3014.0,66,3080.0,4752
1941,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 38,SC(G),3.0,GADEPAGA SAHADEV,TRS,706.0,3,,3,3014.0,66,3080.0,4752
16237,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 38,SC(G),,NOTA,,10.0,4,,3,3014.0,66,3080.0,4752
1942,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 39,BC(W),1.0,NICHENGU LATHA,BJP,1652.0,1,Elected,4,2966.0,48,3014.0,5219
1943,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 39,BC(W),2.0,B POOJITHA,TRS,1031.0,2,,4,2966.0,48,3014.0,5219
1944,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 39,BC(W),3.0,SUMAN BAI GOJEGAVE,INC,242.0,3,,4,2966.0,48,3014.0,5219
1945,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 39,BC(W),4.0,VADLURI SHAILAJA,IND,17.0,4,,4,2966.0,48,3014.0,5219
16238,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 39,BC(W),,NOTA,,24.0,5,,4,2966.0,48,3014.0,5219
1698,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),1.0,RAJA GOUD GOLLAPALLY,AIFB,19.0,5,,6,3094.0,32,3126.0,4710
1699,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),2.0,VINOD M,INC,67.0,3,,6,3094.0,32,3126.0,4710
1700,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),3.0,VEERAMACHINANE PRAMOD KUMAR,BJP,1934.0,1,Elected,6,3094.0,32,3126.0,4710
1701,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),4.0,SATHYA NARAYANA,TRS,1025.0,2,,6,3094.0,32,3126.0,4710
1702,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),5.0,MAITHRI RAJA SHEKHAR,IND,26.0,4,,6,3094.0,32,3126.0,4710
1703,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),6.0,Sunil Jadav,IND,12.0,6,,6,3094.0,32,3126.0,4710
16203,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 4,UR(G),,NOTA,,11.0,7,,6,3094.0,32,3126.0,4710
1946,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),1.0,KOLAVI ANIL KUMAR,BJP,611.0,3,,13,3416.0,48,3464.0,5836
1947,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),2.0,MAYAWAR SAI RAM,TRS,826.0,2,,13,3416.0,48,3464.0,5836
1948,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),3.0,NYAMATHABAD SHIVA CHARAN,INC,1014.0,1,Elected,13,3416.0,48,3464.0,5836
1949,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),4.0,MOHD FAIYAZ UDDIN FAYAZ,TJSP,103.0,6,,13,3416.0,48,3464.0,5836
1950,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),5.0,KALBANDE SUBHASH,IND,4.0,13,,13,3416.0,48,3464.0,5836
1951,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),6.0,GANGA BAGAIAH BAJI REDDY,IND,219.0,5,,13,3416.0,48,3464.0,5836
1952,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),7.0,BEJIGAM RAJENDHAR GUPTA,IND,15.0,9,,13,3416.0,48,3464.0,5836
1953,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),8.0,BEJJARAM NAGAMANI,IND,11.0,10,,13,3416.0,48,3464.0,5836
1954,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),9.0,MOHAMMAD FAKRIAHMED JANI. MD,IND,7.0,11,,13,3416.0,48,3464.0,5836
1955,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),10.0,MOHD SALEEM,IND,534.0,4,,13,3416.0,48,3464.0,5836
1956,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),11.0,RAGI ANIL,IND,30.0,7,,13,3416.0,48,3464.0,5836
1957,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),12.0,RAPOUL PARSHA GOUD,IND,18.0,8,,13,3416.0,48,3464.0,5836
1958,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),13.0,HAPSE GANAPATHI,IND,7.0,12,,13,3416.0,48,3464.0,5836
16239,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 40,UR(G),,NOTA,,17.0,14,,13,3416.0,48,3464.0,5836
1959,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),1.0,ASMA BEGUM,AIMIM,508.0,3,,8,2934.0,62,2996.0,5258
1960,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),2.0,ANJUM NAJIYA,INC,295.0,4,,8,2934.0,62,2996.0,5258
1961,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),3.0,INDIRA,BJP,1015.0,1,Elected,8,2934.0,62,2996.0,5258
1962,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),4.0,KADAVATH CHANGU BAI,TRS,911.0,2,,8,2934.0,62,2996.0,5258
1963,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),5.0,RAMA BANSODE,AIFB,33.0,7,,8,2934.0,62,2996.0,5258
1964,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),6.0,SYED SALEMNNISA BEGUM,TJSP,6.0,8,,8,2934.0,62,2996.0,5258
1965,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),7.0,KAVETI JYOTHI,IND,56.0,6,,8,2934.0,62,2996.0,5258
1966,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),8.0,DHAMALWAR RAJINI,IND,92.0,5,,8,2934.0,62,2996.0,5258
16240,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 41,UR(W),,NOTA,,18.0,9,,8,2934.0,62,2996.0,5258
1967,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 42,UR(G),1.0,ELATI SIDDHARTH REDDY,BJP,1610.0,1,Elected,4,2798.0,29,2827.0,5136
1968,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 42,UR(G),2.0,SWAMY GOUD FIRANGI,INC,249.0,3,,4,2798.0,29,2827.0,5136
1969,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 42,UR(G),3.0,SINGHI REDDY SRINIVAS REDDY,TRS,907.0,2,,4,2798.0,29,2827.0,5136
1970,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 42,UR(G),4.0,GADDAM VIKRAM REDDY,IND,23.0,4,,4,2798.0,29,2827.0,5136
16241,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 42,UR(G),,NOTA,,9.0,5,,4,2798.0,29,2827.0,5136
1971,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),1.0,Arram Manjula,TRS,1293.0,2,,8,3178.0,29,3207.0,5586
1972,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),2.0,gopidi sravanthi reddy,BJP,1519.0,1,Elected,8,3178.0,29,3207.0,5586
1973,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),3.0,nazneen begum,INC,158.0,3,,8,3178.0,29,3207.0,5586
1974,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),4.0,banu begum,TDP,14.0,7,,8,3178.0,29,3207.0,5586
1975,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),5.0,Panthukala Prathibha,SFBP,21.0,6,,8,3178.0,29,3207.0,5586
1976,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),6.0,podula shobha,IND,8.0,8,,8,3178.0,29,3207.0,5586
1977,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),7.0,syeda rumana,IND,92.0,4,,8,3178.0,29,3207.0,5586
1978,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),8.0,sumalatha,IND,50.0,5,,8,3178.0,29,3207.0,5586
16242,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 43,UR(W),,NOTA,,23.0,9,,8,3178.0,29,3207.0,5586
1979,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),1.0,Kondapaka Jyothi,TRS,978.0,2,,6,2781.0,42,2823.0,4872
1980,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),2.0,Sudha bayakhan,BJP,1026.0,1,Elected,6,2781.0,42,2823.0,4872
1981,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),3.0,SANDHYA RANI DAIVALA,INC,202.0,4,,6,2781.0,42,2823.0,4872
1982,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),4.0,radha eerla,IND,48.0,5,,6,2781.0,42,2823.0,4872
1983,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),5.0,Tukuntla LAVANYA,IND,508.0,3,,6,2781.0,42,2823.0,4872
1984,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),6.0,Sadula Jayasree,IND,4.0,6,,6,2781.0,42,2823.0,4872
16243,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 44,UR(W),,NOTA,,15.0,7,,6,2781.0,42,2823.0,4872
1985,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 45,UR(W),1.0,lalitha panchareddy,TRS,731.0,2,,2,2651.0,29,2680.0,4609
1986,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 45,UR(W),2.0,Hemalatha Akula,BJP,1907.0,1,Elected,2,2651.0,29,2680.0,4609
16244,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 45,UR(W),,NOTA,,13.0,3,,2,2651.0,29,2680.0,4609
1987,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),1.0,Akbar Hussain,TRS,988.0,1,Elected,12,3146.0,35,3181.0,5109
1988,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),2.0,Mohammed Javeed Ali,INC,868.0,2,,12,3146.0,35,3181.0,5109
1989,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),3.0,Mohammed Yousuf khan,AIMIM,631.0,3,,12,3146.0,35,3181.0,5109
1990,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),4.0,Seela Srinivas,BJP,517.0,4,,12,3146.0,35,3181.0,5109
1991,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),5.0,Md Azeem Qurais,TJSP,9.0,8,,12,3146.0,35,3181.0,5109
1992,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),6.0,Qudrat Ullah Khan,IND,4.0,11,,12,3146.0,35,3181.0,5109
1993,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),7.0,Dodlly Sandya,IND,21.0,7,,12,3146.0,35,3181.0,5109
1994,Telangana,2020,0,Nizamabad,MC,1,Nizamabad MC,, 46,UR(G),8.0,Nawab Bin Ali,IND,24.0,6,,12,3146.0,35,3181.0,5109
